ID HIP TYC2 WDS RA DEC Umag Bmag Vmag Rmag Imag Jmag Hmag Kmag dist(pc) M_V Type Lstar(Lsun) WDSsep(") WDSdmag(mags) pmRA(mas/yr) pmDEC(mas/yr)
---------------------------------
          67 |          898 |  |  |       2.76929 |       5.20883 |           NaN |       12.9450 |       11.5500 |       11.1450 |       9.89000 |       8.53000 |       7.88300 |       7.69300 |       38.6687 |       8.61320 | M2V: |     0.0829387 |           NaN |           NaN |       261.651 |       68.2360
          68 |          910 |  |  |       2.81607 |      -15.4680 |       5.35000 |       5.37700 |       4.89000 |           NaN |       4.30000 |       3.94000 |       3.68000 |       3.63000 |       17.9898 |       3.61487 | F5V |       2.99538 |           NaN |           NaN |      -76.2620 |      -268.283
          69 |          916 |  |  |       2.83811 |       58.3499 |           NaN |       10.7540 |       9.50000 |       8.70000 |       8.08000 |       7.18900 |       6.59300 |       6.47400 |       28.0595 |       7.25960 | K7 |      0.219851 |           NaN |           NaN |       228.191 |       21.0750
          70 |          919 |  |  |       2.84349 |       30.4496 |           NaN |       8.70500 |       7.95000 |       7.50000 |       7.15000 |       6.57600 |       6.25700 |       6.17600 |       34.2767 |       5.27500 | K0V |      0.734102 |           NaN |           NaN |       209.637 |       35.6030
          71 |          934 |  |  |       2.89914 |      -57.4725 |           NaN |       9.93100 |       9.04000 |           NaN |       8.14000 |       7.47500 |       7.08700 |       6.99300 |       37.1488 |       6.19028 | K1V |      0.348064 |           NaN |           NaN |       135.195 |      -67.0250
          72 |          943 |  |  |       2.90605 |       10.3283 |           NaN |       9.25300 |       8.61000 |           NaN |       7.90000 |       7.43000 |       7.06700 |       7.03900 |       47.1780 |       5.24130 | G0 |      0.707277 |           NaN |           NaN |      -37.7840 |      -49.9070
          73 |          948 |  |  |       2.92353 |      -39.2299 |           NaN |       10.9910 |       9.92000 |           NaN |       8.79000 |       7.85100 |       7.25500 |       7.18800 |       34.8873 |       7.20666 | K5V |      0.167653 |           NaN |           NaN |       738.499 |      -125.657
          74 |          950 |  |  |       2.93337 |      -35.1331 |           NaN |       5.69900 |       5.24000 |           NaN |       4.71000 |       4.41000 |       4.15900 |       4.13000 |       21.6480 |       3.56291 | F3/F5V |       3.11910 |           NaN |           NaN |       171.529 |       126.670
          75 |          974 |  |  |       3.01677 |       27.0990 |           NaN |       9.77500 |       8.73000 |       8.10000 |       7.63000 |       6.88000 |       6.41200 |       6.29800 |       25.9302 |       6.66097 | K0 |      0.268786 |           NaN |           NaN |       283.052 |      -82.0230
          76 |          999 |  |  |       3.12630 |       14.5635 |           NaN |       9.17900 |       8.44000 |       8.00000 |       7.65000 |       6.84700 |       6.38000 |       6.24500 |       44.0882 |       5.21839 | K0 |      0.764132 |           NaN |           NaN |       325.739 |      -80.5420
          77 |         1003 |  |  |       3.13672 |      -30.8598 |           NaN |       9.40300 |       8.66000 |           NaN |       7.87000 |       7.34300 |       7.04900 |       6.93000 |       47.9994 |       5.25382 | G8/K0V |      0.741529 |           NaN |           NaN |      -15.4740 |      -225.752
          78 |         1006 |  | J00126+2143Aa,Ab |       3.13963 |       21.7134 |           NaN |       13.1500 |       11.6700 |       11.2510 |       9.72000 |       8.83700 |       8.27700 |       8.04200 |       31.2377 |       9.19660 | K6V |     0.0672710 |      0.500000 |           NaN |       190.244 |      -287.207
          79 |         1031 |  |  |       3.20938 |      -57.9126 |       8.34400 |       7.99500 |       7.22000 |       6.80300 |       6.40000 |       5.85200 |       5.47000 |       5.38300 |       20.6296 |       5.64755 | K0V |      0.531991 |           NaN |           NaN |      -118.145 |       35.0680
          80 |         1044 |  |  |       3.26073 |      -45.1768 |           NaN |       12.0480 |       10.7400 |       10.0200 |       9.23000 |       8.37200 |       7.71100 |       7.56700 |       38.8728 |       7.79177 | K5 |      0.146151 |           NaN |           NaN |      -59.3520 |      -171.366
          81 |         1055 |  | J00132+2023AB |       3.28822 |       20.3824 |           NaN |       11.7700 |       10.4100 |       9.90800 |       8.82000 |       7.94500 |       7.30600 |       7.16600 |       41.5464 |       7.31734 | M0 |      0.249446 |      0.700000 |       1.48000 |       223.963 |      -2.34700
          82 |         1068 |  | J00133+6919AB |       3.31593 |       69.3269 |           NaN |       13.8900 |       12.4900 |       14.7000 |       10.8200 |       8.55600 |       7.98400 |       7.74600 |       20.0361 |       10.9809 | M6 |    0.00953362 |      0.800000 |     0.0499992 |       723.930 |      -293.850
          83 |         1078 |  |  |       3.35266 |       19.0713 |           NaN |       11.0500 |       9.86000 |       9.52500 |       8.54000 |       7.72700 |       7.14000 |       7.00300 |       33.9619 |       7.20504 | K7 |      0.219562 |           NaN |           NaN |       442.912 |      -126.465
          84 |         1083 |  | J00135-3650AB |       3.37116 |      -36.8287 |           NaN |       12.2140 |       10.7700 |       10.3570 |       8.99000 |       7.80300 |       7.18300 |       6.96200 |       28.1849 |       8.51992 | M0.5V |      0.108404 |      0.300000 |      0.580000 |      -211.310 |      -320.200
          85 |         1085 |  |  |       3.37884 |      -40.3583 |           NaN |       9.96300 |       9.05000 |           NaN |       8.09000 |       7.44400 |       7.01500 |       6.87900 |       35.7064 |       6.28627 | K1V |      0.324242 |           NaN |           NaN |       122.375 |       49.5080
          86 |         1086 |  |  |       3.37850 |       41.0354 |           NaN |       6.04100 |       5.71000 |       5.50000 |       5.32000 |       4.99300 |       4.94500 |       4.84100 |       37.2910 |       2.85198 | F0IV |       5.82577 |           NaN |           NaN |      -123.289 |      -146.201
          87 |         1092 |  | J00137+8038A |       3.41130 |       80.6658 |           NaN |       12.6960 |       11.1400 |       10.6810 |       8.68000 |       7.75600 |       7.13100 |       6.90400 |       19.2491 |       9.71795 | M0 |     0.0683021 |       13.4000 |       5.73000 |       250.623 |       184.890
