0.30000001	0.77139771
0.30040001	0.69329768
0.30080001	0.61519837
0.30120001	0.56099961
0.30160001	0.54820034
0.30200001	0.55920057
0.30240001	0.5785999
0.30280001	0.57549998
0.30320001	0.5744
0.30360001	0.57400011
0.30400001	0.57760019
0.30440001	0.5838997
0.30480001	0.57479982
0.30520001	0.56830008
0.30560001	0.57060049
0.30600001	0.58809993
0.30640001	0.58529989
0.30680001	0.58049995
0.30720001	0.57869998
0.30760001	0.57780007
0.30800001	0.58089993
0.30840001	0.578
0.30880001	0.57760022
0.30920001	0.58480032
0.30960001	0.59540003
0.31000001	0.59729977
0.31040001	0.58979958
0.31080001	0.57569976
0.31120001	0.56810006
0.31160001	0.57090017
0.31200001	0.57569981
0.31240001	0.56989982
0.31280001	0.56480009
0.31320001	0.56700003
0.31360001	0.56900003
0.31400001	0.5699003
0.31440001	0.58079999
0.31480001	0.58049962
0.31520001	0.56750006
0.31560001	0.56960034
0.31600001	0.58160005
0.31640001	0.58289975
0.31680001	0.57479978
0.31720001	0.56689995
0.31760001	0.56470028
0.31800001	0.57380021
0.31840001	0.57999978
0.31880001	0.57329993
0.31920001	0.57090011
0.31960001	0.5738999
0.32000001	0.57119992
0.32040001	0.56810007
0.32080001	0.57140033
0.32120001	0.58279989
0.32160001	0.5800997
0.32200001	0.57000011
0.32240001	0.5738003
0.32280001	0.58299997
0.32320001	0.58189988
0.32360001	0.57769997
0.32400001	0.57619987
0.32440001	0.57169997
0.32480001	0.57139997
0.32520001	0.57069983
0.32560001	0.56529983
0.32600001	0.55999996
0.32640001	0.55859998
0.32680001	0.55749998
0.32720001	0.55660009
0.32760001	0.56040018
0.32800001	0.56610007
0.32840001	0.56830004
0.32880001	0.56939998
0.32920001	0.5684
0.32960001	0.5676
0.33000001	0.56710011
0.33040001	0.57120015
0.33080001	0.57589993
0.33120001	0.5729
0.33160001	0.57300004
0.33200001	0.57400005
0.33240001	0.57580002
0.33280001	0.57650004
0.33320001	0.57800014
0.33360001	0.58240003
0.33400001	0.58269969
0.33440001	0.57179999
0.33480001	0.57160017
0.33520001	0.57659991
0.33560001	0.57320036
0.33600001	0.58580008
0.33640001	0.58859974
0.33680001	0.58060026
0.33720001	0.58849973
0.33760001	0.57879992
0.33800001	0.5754
0.33840001	0.57549974
0.33880001	0.56630019
0.33920001	0.57360006
0.33960001	0.57569956
0.34000001	0.56149994
0.34040001	0.55900018
0.34080001	0.56450008
0.34120001	0.56800016
0.34160001	0.57269983
0.34200001	0.56629991
0.34240001	0.56399997
0.34280001	0.5626999
0.34320001	0.56010015
0.34360001	0.5645004
0.34400001	0.57870037
0.34440001	0.59089948
0.34480001	0.57329967
0.34520001	0.56210001
0.34560001	0.56250036
0.34600001	0.57450018
0.34640001	0.5796998
0.34680001	0.57319999
0.34720001	0.57340018
0.34760001	0.57869979
0.34800001	0.57149979
0.34840001	0.56450005
0.34880001	0.5669002
0.34920001	0.57300015
0.34960001	0.57749966
0.35000001	0.5664997
0.35040001	0.55600009
0.35080001	0.5591002
0.35120001	0.56669994
0.35160001	0.56539979
0.35200001	0.55810048
0.35240001	0.57459999
0.35280001	0.57499956
0.35320001	0.56059991
